"","myframe","Est","Sample","p5","p10","p15","p20","p25","p30","p40","p50","distribution","model","Diam_distribution"
"5363","myframe_S","E8",30,0.5733,0.8815,0.9797,0.9959,0.9995,0.9999,1,1,"Triangular left","Model 4","Arb"
"5364","myframe_S","E8",45,0.6916,0.9569,0.9964,0.9999,1,1,1,1,"Triangular left","Model 4","Arb"
"5365","myframe_S","E8",80,0.813,0.9929,0.9999,1,1,1,1,1,"Triangular left","Model 4","Arb"
"5366","myframe_S","E8",130,0.9076,0.9991,1,1,1,1,1,1,"Triangular left","Model 4","Arb"
"5367","myframe_S","E8",215,0.9735,1,1,1,1,1,1,1,"Triangular left","Model 4","Arb"
"5368","myframe_S","E8",360,0.995,1,1,1,1,1,1,1,"Triangular left","Model 4","Arb"
"5369","myframe_S","E8",600,0.9996,1,1,1,1,1,1,1,"Triangular left","Model 4","Arb"
"5370","myframe_S","E8",1000,1,1,1,1,1,1,1,1,"Triangular left","Model 4","Arb"
"5371","myframe_S","E1",10,0.0452,0.0874,0.1312,0.1771,0.2222,0.2646,0.3597,0.4565,"Triangular rigth","Model 4","Arb"
"5372","myframe_S","E1",15,0.0534,0.1066,0.1593,0.2165,0.2733,0.3326,0.4494,0.5584,"Triangular rigth","Model 4","Arb"
"5373","myframe_S","E1",30,0.0764,0.1517,0.232,0.3142,0.3932,0.4728,0.6201,0.7405,"Triangular rigth","Model 4","Arb"
"5374","myframe_S","E1",45,0.0944,0.1924,0.2943,0.3906,0.4859,0.569,0.726,0.832,"Triangular rigth","Model 4","Arb"
"5375","myframe_S","E1",80,0.1298,0.2559,0.3805,0.4956,0.6108,0.7122,0.8588,0.9372,"Triangular rigth","Model 4","Arb"
"5376","myframe_S","E1",130,0.1645,0.3223,0.4709,0.6078,0.7318,0.8269,0.9434,0.981,"Triangular rigth","Model 4","Arb"
"5377","myframe_S","E1",215,0.1817,0.3652,0.5478,0.7087,0.8285,0.9131,0.9856,0.9969,"Triangular rigth","Model 4","Arb"
"5378","myframe_S","E1",360,0.2144,0.4357,0.6393,0.805,0.9142,0.9721,0.999,0.9998,"Triangular rigth","Model 4","Arb"
"5379","myframe_S","E1",600,0.2288,0.483,0.7206,0.8856,0.9681,0.9949,0.9999,1,"Triangular rigth","Model 4","Arb"
"5380","myframe_S","E1",1000,0.2291,0.5069,0.7754,0.9426,0.9935,0.9996,1,1,"Triangular rigth","Model 4","Arb"
"5381","myframe_S","E2",10,0.0886,0.1773,0.2683,0.3536,0.434,0.5091,0.6495,0.7593,"Triangular rigth","Model 4","Arb"
"5382","myframe_S","E2",15,0.1108,0.2198,0.3299,0.4306,0.5228,0.6142,0.7542,0.8453,"Triangular rigth","Model 4","Arb"
"5383","myframe_S","E2",30,0.1669,0.3217,0.4701,0.5935,0.6985,0.7811,0.8913,0.9446,"Triangular rigth","Model 4","Arb"
"5384","myframe_S","E2",45,0.1972,0.3808,0.5493,0.6853,0.7911,0.864,0.9442,0.9765,"Triangular rigth","Model 4","Arb"
"5385","myframe_S","E2",80,0.2705,0.508,0.6928,0.8281,0.9094,0.9544,0.988,0.9969,"Triangular rigth","Model 4","Arb"
"5386","myframe_S","E2",130,0.34,0.6147,0.8089,0.9186,0.9655,0.986,0.9979,0.9999,"Triangular rigth","Model 4","Arb"
"5387","myframe_S","E2",215,0.4257,0.7375,0.9069,0.972,0.9917,0.9981,1,1,"Triangular rigth","Model 4","Arb"
"5388","myframe_S","E2",360,0.5348,0.8568,0.968,0.9949,0.9996,0.9998,1,1,"Triangular rigth","Model 4","Arb"
"5389","myframe_S","E2",600,0.6464,0.938,0.9934,0.9995,0.9999,1,1,1,"Triangular rigth","Model 4","Arb"
"5390","myframe_S","E2",1000,0.765,0.9816,0.9992,0.9999,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5391","myframe_S","E3",10,0.1554,0.2983,0.4343,0.5556,0.6575,0.744,0.8687,0.9371,"Triangular rigth","Model 4","Arb"
"5392","myframe_S","E3",15,0.1901,0.3694,0.5288,0.6657,0.7645,0.8407,0.9376,0.9761,"Triangular rigth","Model 4","Arb"
"5393","myframe_S","E3",30,0.2467,0.4733,0.6558,0.7938,0.8856,0.9369,0.9837,0.9962,"Triangular rigth","Model 4","Arb"
"5394","myframe_S","E3",45,0.3125,0.5749,0.7631,0.8826,0.9475,0.9779,0.9967,0.9997,"Triangular rigth","Model 4","Arb"
"5395","myframe_S","E3",80,0.3893,0.6854,0.8659,0.9546,0.9852,0.9965,0.9997,1,"Triangular rigth","Model 4","Arb"
"5396","myframe_S","E3",130,0.4862,0.8139,0.9485,0.9896,0.998,0.9996,1,1,"Triangular rigth","Model 4","Arb"
"5397","myframe_S","E3",215,0.6102,0.9096,0.9887,0.9988,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5398","myframe_S","E3",360,0.7237,0.9667,0.9985,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5399","myframe_S","E3",600,0.8353,0.9945,0.9999,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5400","myframe_S","E3",1000,0.9232,0.9996,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5401","myframe_S","E4",10,0.194,0.3776,0.5399,0.675,0.7803,0.8586,0.9472,0.9832,"Triangular rigth","Model 4","Arb"
"5402","myframe_S","E4",15,0.2603,0.4827,0.6598,0.8001,0.8916,0.9449,0.9891,0.9987,"Triangular rigth","Model 4","Arb"
"5403","myframe_S","E4",30,0.3265,0.5955,0.7948,0.9095,0.9642,0.9877,0.9993,0.9999,"Triangular rigth","Model 4","Arb"
"5404","myframe_S","E4",45,0.404,0.7086,0.8867,0.9622,0.9904,0.998,1,1,"Triangular rigth","Model 4","Arb"
"5405","myframe_S","E4",80,0.5077,0.8251,0.9604,0.9937,0.9989,1,1,1,"Triangular rigth","Model 4","Arb"
"5406","myframe_S","E4",130,0.6202,0.9182,0.9902,0.9997,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5407","myframe_S","E4",215,0.7352,0.974,0.9993,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5408","myframe_S","E4",360,0.8372,0.9949,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5409","myframe_S","E4",600,0.9343,0.9998,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5410","myframe_S","E4",1000,0.979,1,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5411","myframe_S","E5",10,0.2391,0.4575,0.6348,0.7734,0.8728,0.9346,0.9867,0.9979,"Triangular rigth","Model 4","Arb"
"5412","myframe_S","E5",15,0.2804,0.5234,0.7212,0.8516,0.9309,0.9698,0.9965,0.9998,"Triangular rigth","Model 4","Arb"
"5413","myframe_S","E5",30,0.393,0.6903,0.8721,0.9577,0.9893,0.998,1,1,"Triangular rigth","Model 4","Arb"
"5414","myframe_S","E5",45,0.4603,0.7823,0.9318,0.9867,0.9978,0.9999,1,1,"Triangular rigth","Model 4","Arb"
"5415","myframe_S","E5",80,0.5946,0.9038,0.989,0.9996,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5416","myframe_S","E5",130,0.7089,0.9646,0.9978,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5417","myframe_S","E5",215,0.8196,0.9924,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5418","myframe_S","E5",360,0.9141,0.9992,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5419","myframe_S","E5",600,0.9738,1,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5420","myframe_S","E5",1000,0.9966,1,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5421","myframe_S","E6",10,0.2398,0.4534,0.6425,0.7842,0.8748,0.9355,0.9882,0.998,"Triangular rigth","Model 4","Arb"
"5422","myframe_S","E6",15,0.3047,0.5593,0.7595,0.8821,0.9504,0.9828,0.9985,1,"Triangular rigth","Model 4","Arb"
"5423","myframe_S","E6",30,0.4239,0.7329,0.9079,0.9761,0.9949,0.9995,1,1,"Triangular rigth","Model 4","Arb"
"5424","myframe_S","E6",45,0.4929,0.8242,0.9593,0.994,0.9993,0.9999,1,1,"Triangular rigth","Model 4","Arb"
"5425","myframe_S","E6",80,0.6382,0.9278,0.9932,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5426","myframe_S","E6",130,0.7578,0.9813,0.9993,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5427","myframe_S","E6",215,0.8647,0.9976,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5428","myframe_S","E6",360,0.9488,1,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5429","myframe_S","E6",600,0.9867,1,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5430","myframe_S","E6",1000,0.9987,1,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5431","myframe_S","E7",10,0.2595,0.4984,0.6877,0.8293,0.9132,0.9589,0.9945,0.9991,"Triangular rigth","Model 4","Arb"
"5432","myframe_S","E7",15,0.3397,0.6262,0.8198,0.9218,0.9701,0.991,0.9991,1,"Triangular rigth","Model 4","Arb"
"5433","myframe_S","E7",30,0.4351,0.741,0.915,0.9785,0.9956,0.9995,1,1,"Triangular rigth","Model 4","Arb"
"5434","myframe_S","E7",45,0.5335,0.8495,0.9701,0.9961,0.9999,1,1,1,"Triangular rigth","Model 4","Arb"
"5435","myframe_S","E7",80,0.6733,0.946,0.9977,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5436","myframe_S","E7",130,0.7862,0.9889,0.9998,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5437","myframe_S","E7",215,0.8872,0.9989,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5438","myframe_S","E7",360,0.961,1,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5439","myframe_S","E7",600,0.9921,1,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5440","myframe_S","E7",1000,0.9996,1,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5441","myframe_S","E8",10,0.2789,0.5363,0.7198,0.8523,0.9303,0.9686,0.9945,0.9998,"Triangular rigth","Model 4","Arb"
"5442","myframe_S","E8",15,0.3525,0.6434,0.8321,0.9292,0.9758,0.9922,0.9997,1,"Triangular rigth","Model 4","Arb"
"5443","myframe_S","E8",30,0.457,0.7736,0.9286,0.9845,0.9974,0.9997,1,1,"Triangular rigth","Model 4","Arb"
"5444","myframe_S","E8",45,0.5492,0.8696,0.9766,0.9969,0.9997,1,1,1,"Triangular rigth","Model 4","Arb"
"5445","myframe_S","E8",80,0.6776,0.9502,0.9978,0.9999,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5446","myframe_S","E8",130,0.7947,0.9896,0.9998,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5447","myframe_S","E8",215,0.8898,0.9994,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5448","myframe_S","E8",360,0.9632,1,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5449","myframe_S","E8",600,0.9921,1,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5450","myframe_S","E8",1000,0.9996,1,1,1,1,1,1,1,"Triangular rigth","Model 4","Arb"
"5451","myframe_S","E1",10,0.1025,0.197,0.2866,0.3672,0.4463,0.5123,0.6147,0.6782,"Triangular Ushaped","Model 4","Arb"
"5452","myframe_S","E1",15,0.1088,0.2205,0.3216,0.4206,0.5051,0.575,0.6733,0.7426,"Triangular Ushaped","Model 4","Arb"
"5453","myframe_S","E1",30,0.1373,0.2694,0.3993,0.513,0.6007,0.67,0.758,0.8299,"Triangular Ushaped","Model 4","Arb"
"5454","myframe_S","E1",45,0.1608,0.3162,0.4601,0.5831,0.6686,0.7243,0.8094,0.885,"Triangular Ushaped","Model 4","Arb"
"5455","myframe_S","E1",80,0.2028,0.3938,0.5491,0.6641,0.7438,0.7946,0.8813,0.947,"Triangular Ushaped","Model 4","Arb"
"5456","myframe_S","E1",130,0.2436,0.4664,0.6287,0.73,0.7965,0.8519,0.9373,0.9821,"Triangular Ushaped","Model 4","Arb"
"5457","myframe_S","E1",215,0.2964,0.5434,0.6979,0.7945,0.8598,0.9086,0.9745,0.9967,"Triangular Ushaped","Model 4","Arb"
"5458","myframe_S","E1",360,0.3522,0.6103,0.7688,0.8642,0.9234,0.9587,0.9935,0.9998,"Triangular Ushaped","Model 4","Arb"
"5459","myframe_S","E1",600,0.4034,0.674,0.8239,0.9181,0.9658,0.9873,0.999,1,"Triangular Ushaped","Model 4","Arb"
"5460","myframe_S","E1",1000,0.434,0.7256,0.8912,0.9662,0.991,0.9982,0.9999,1,"Triangular Ushaped","Model 4","Arb"
"5461","myframe_S","E2",10,0.1306,0.2558,0.3797,0.5005,0.6055,0.6942,0.8222,0.896,"Triangular Ushaped","Model 4","Arb"
"5462","myframe_S","E2",15,0.1557,0.3018,0.4456,0.5754,0.6864,0.7704,0.885,0.943,"Triangular Ushaped","Model 4","Arb"
"5463","myframe_S","E2",30,0.199,0.3898,0.5541,0.6898,0.7988,0.8687,0.9453,0.9794,"Triangular Ushaped","Model 4","Arb"
"5464","myframe_S","E2",45,0.24,0.4576,0.6516,0.7927,0.8805,0.93,0.9767,0.9952,"Triangular Ushaped","Model 4","Arb"
"5465","myframe_S","E2",80,0.3029,0.5658,0.7658,0.8875,0.9468,0.9711,0.9955,0.9996,"Triangular Ushaped","Model 4","Arb"
"5466","myframe_S","E2",130,0.386,0.6832,0.8688,0.9485,0.9792,0.9931,0.9996,1,"Triangular Ushaped","Model 4","Arb"
"5467","myframe_S","E2",215,0.4778,0.8068,0.9463,0.9839,0.9967,0.9989,1,1,"Triangular Ushaped","Model 4","Arb"
"5468","myframe_S","E2",360,0.5837,0.8949,0.9831,0.9974,0.9994,0.9999,1,1,"Triangular Ushaped","Model 4","Arb"
"5469","myframe_S","E2",600,0.7112,0.9623,0.997,1,1,1,1,1,"Triangular Ushaped","Model 4","Arb"
"5470","myframe_S","E2",1000,0.8208,0.9917,0.9999,1,1,1,1,1,"Triangular Ushaped","Model 4","Arb"
"5471","myframe_S","E3",10,0.1879,0.3734,0.5414,0.6812,0.7923,0.865,0.9421,0.9778,"Triangular Ushaped","Model 4","Arb"
"5472","myframe_S","E3",15,0.2055,0.397,0.5695,0.7115,0.8123,0.8836,0.9554,0.9845,"Triangular Ushaped","Model 4","Arb"
"5473","myframe_S","E3",30,0.2744,0.5119,0.7069,0.837,0.9112,0.9535,0.9874,0.9983,"Triangular Ushaped","Model 4","Arb"
"5474","myframe_S","E3",45,0.3495,0.6458,0.8372,0.933,0.972,0.9887,0.9986,0.9998,"Triangular Ushaped","Model 4","Arb"
"5475","myframe_S","E3",80,0.446,0.7689,0.9266,0.9799,0.9947,0.9992,1,1,"Triangular Ushaped","Model 4","Arb"
"5476","myframe_S","E3",130,0.5483,0.8734,0.9765,0.9961,0.9993,0.9998,1,1,"Triangular Ushaped","Model 4","Arb"
"5477","myframe_S","E3",215,0.6621,0.9468,0.9949,0.9994,1,1,1,1,"Triangular Ushaped","Model 4","Arb"
